Wydział,Prowadzący,Nazwa przedmiotu,Typ zajęć,Kierunek
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z&nbsp;niepełnosprawnością sprzężoną/Praca korekcyjno-kompensacyjna z dzieckiem z niepełnosprawnością sprzężoną,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z niepełnosprawością intelektualną/ Praca korekcyjno-kompensacyjna z dziećmi z niepełnosprawością intelektualną,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z&nbsp;niepełnosprawnością sprzężoną/Praca korekcyjno-kompensacyjna z dzieckiem z niepełnosprawnością sprzężoną,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Komunikacja AAC/ Wspomagające i alternatywne metody komunikacji,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Kompetencje pedagoga specjalnego,ćw,Ped sp
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Pierwsza pomoc przedmedyczna,lab,Ped st
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Seminarium magisterskie,sem,Ped st
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Pusink,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia rozwojowa,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia osobowości,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Pusink,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia rozwojowa i osobowości,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Pwis,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia społeczna i wychowawcza<br><strong>Pusink</strong> - Psychologia uczenia się i nauczania/Psychologia kształcenia<br><strong>Pwis</strong> - Psychologia wychowawcza i społeczna,wyk,Ped sp
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Pedagogika dziecka ze specjalnymi potrzebami edukacyjnymi/Praca z dzieckiem ze specjalnymi potrzebami edukacyjnymi,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka zajęć pozalekcyjnych i pozaszkolnych,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka pracy pedagoga szkolnego,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka zajęć korekcyjno-kompensacyjnych,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka pracy i współpracy z rodziną oraz prawnymi opiekunami dziecka/ Współpraca pedagoga ze środowiskiem,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedagogika porównawcza/Współczesna myśl pedagogiczna,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Diagnoza trudności w uczeniu się i zaburzeń zachowania u dzieci/Diagnoza niepowodzeń szkolnych,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedagogika specjalna,wyk,Ped sp
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Historia pedagogiki specjalnej,ćw,Ped sp
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Historia pedagogiki specjalnej,wyk,Ped sp
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedagogika specjalna,ćw,Ped sp
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedeutologia/Problemy kształcenia,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedeutologia/Problemy kształcenia,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Wspieranie rozwoju dziecka z zaburzeniami zachowania/Praca pedagogiczna z dzieckiem z zaburzeniami zachowania,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Wybrane modele i koncepcje pedagogiki wczesnoszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice wczesnoszkolnej,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Metodyka pedagogiki przedszkolnej,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Diagnoza trudności w uczeniu się i zaburzeń zachowania u dzieci/Diagnoza niepowodzeń szkolnych,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Wybrane modele i koncepcje pedagogiki wczesnoszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice wczesnoszkolnej,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Metodyka pedagogiki wczesnoszkolnej,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Metodyka zajęć korekcyjno-kompensacyjnych,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Ewaluacja instytucji edukacyjnych/Kierunki optymalizacji działalności instytucji oświatowych,wyk,Ped st
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Innowacje pedagogiczne/Kreatywność w pracy pedagoga,wyk,Ped st
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Wybrane modele i koncepcje pedagogiki wczesnoszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice wczesnoszkolnej,ćw,PPiW
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Metodologia badań pedagogicznych/Praca badawcza nauczyciela,ćw,PPiW
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Seminarium dyplomowe,sem,PPiW
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Seminarium dyplomowe,sem,Ped
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Uwpjokp,ćw,Ped st
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Wybrane modele i koncepcje pedagogiki wczesnoszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice wczesnoszkolnej,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Metodyka pedagogiki wczesnoszkolnej,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Metodyka pedagogiki wczesnoszkolnej,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Seminarium dyplomowe,sem,PPiW
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Dydaktyka ogólna,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Dydaktyka ogólna,ćw,Ped sp
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Dydaktyka ogólna,wyk,Ped sp
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Wybrane elementy metodyki kształcenia w szkole podstawowej i średniej,ćw,Ped st
Wydział Humanistyczno-Społeczny,dr Patryk Kujan,Metodyka pracy resocjalizacyjnej,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Patryk Kujan,Profilaktyka społeczna i interwencja kryzysowa,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Patryk Kujan,Profilaktyka społeczna i interwencja kryzysowa,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Patryk Kujan,Seminarium dyplomowe,sem,Ped
Wydział Humanistyczno-Społeczny,dr Patryk Kujan,Patologie społeczne/zaburzenia zachowań społecznych,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Patryk Kujan,Patologie społeczne/zaburzenia zachowań społecznych,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Patryk Kujan,Metodyka pracy resocjalizacyjnej,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Patryk Kujan,Interwencja kryzysowa,ćw,Ped st
Wydział Humanistyczno-Społeczny,mgr Alicja Lizurej-Hanula,Psychologia rozwojowa,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Alicja Lizurej-Hanula,Psychologia uczenia się i nauczania/Psychologia kształcenia,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Alicja Lizurej-Hanula,Wprowadzenie do diagnozy psychopedagogicznej/Elementy psychopedagogicznego postępowania diagnostycznego,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Alicja Lizurej-Hanula,Praca z dzieckiem z deficytami rozwojowymi,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Alicja Lizurej-Hanula,Psychologia rozwojowa i osobowości,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Alicja Lizurej-Hanula,Psychologia rozwojowa,ćw,Ped sp
Wydział Humanistyczno-Społeczny,mgr Alicja Lizurej-Hanula,Psychologia społeczna i wychowawcza,ćw,Ped sp
Wydział Humanistyczno-Społeczny,mgr Joanna Lorenc,Metoda projektu we wczesnej edukacji/Praca metodą projektu we wczesnej edukacji,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Joanna Lorenc,Terapia pedagogiczna/Oddziaływania terapeutyczne wobec dziecka w wieku przedszkolnym i wczesnoszkolnym,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Joanna Lorenc,Pojęcia i systemy pedagogiczne,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Joanna Lorenc,Organizacja procesu terapeutycznego/ Podstawy pracy terapeutycznej,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Joanna Lorenc,Pojęcia i systemy pedagogiczne,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Gabriela Machaczek,Pedeutologia/Problemy kształcenia,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Gabriela Machaczek,Podstawy psychopedagogiki twórczości i trening kreatywnego myślenia,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Gabriela Machaczek,Pedeutologia/Problemy kształcenia,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Gabriela Machaczek,Wspieranie rozwoju dziecka z zaburzeniami zachowania/Praca pedagogiczna z dzieckiem z zaburzeniami zachowania,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Gabriela Machaczek,Pomoc ofiarom przemocy w rodzinie/Formy przemocy w rodzinie,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Gabriela Machaczek,Metodyka pracy pedagoga szkolnego,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Gabriela Machaczek,Diagnoza trudności w uczeniu się i zaburzeń zachowania u dzieci/Diagnoza niepowodzeń szkolnych,wyk,Ped
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Dpwee,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Metoda projektu we wczesnej edukacji/Praca metodą projektu we wczesnej edukacji,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Podstawy edukacji technicznej,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Podstawy edukacji technicznej,wyk,PPiW
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Wspieranie rozwoju dziecka zdolnego/Praca pedagogiczna z dzieckiem zdolnym,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Organizacja procesu terapeutycznego/ Podstawy pracy terapeutycznej,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Projektowanie i metodyka zajęć specjalistycznych dla dzieci i młodzieży z zaburzeniami rozwoju społecznego i emocjonalnego,ćw,Ped st
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Projektowanie i metodyka zajęć dydaktyczno-wyrównawczych,wyk,Ped st
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Wruizu,ćw,Ped st
Wydział Humanistyczno-Społeczny,mgr Dominika Machnio,Diagnostyka psychopedagogiczna specjalnych potrzeb edukacyjnych<br><strong>Dpwee</strong> - Diagnoza pedagogiczna w edukacji elementarnej,ćw,Ped st
Wydział Humanistyczno-Społeczny,prof. dr hab. Rafał Majzner,Metodyka edukacji muzycznej,ćw,PPiW
Wydział Humanistyczno-Społeczny,prof. dr hab. Rafał Majzner,Emisja i higiena głosu,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Klaudia Maksim-Dąbrowska,Metodyka edukacji informatycznej i posługiwania się technologią informacyjno-komunikacyjną,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Michalkiewicz-Gorol,Dydaktyka ogólna,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Agnieszka Michalkiewicz-Gorol,Seminarium dyplomowe,sem,Ped
Wydział Humanistyczno-Społeczny,dr Agnieszka Michalkiewicz-Gorol,Teoretyczne podstawy wychowania,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Agnieszka Michalkiewicz-Gorol,Seminarium magisterskie,sem,Ped st
Wydział Humanistyczno-Społeczny,dr Agnieszka Michalkiewicz-Gorol,Dydaktyka ogólna,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Michalkiewicz-Gorol,Dydaktyka ogólna,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Michalkiewicz-Gorol,Teoretyczne podstawy wychowania,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Michalkiewicz-Gorol,Teoretyczne podstawy wychowania,wyk,PPiW
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Monika Miczka-Pajestka,Filozofia wychowania,wyk,PPiW
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Monika Miczka-Pajestka,Etyka zawodu nauczyciela/Etyka w pracy pedagogicznej,wyk,PPiW
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Monika Miczka-Pajestka,Pojęcia i systemy pedagogiczne,wyk,Ped
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Monika Miczka-Pajestka,Etyka w pracy pedagogicznej/Etyka zawodu nauczyciela,wyk,Ped
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Monika Miczka-Pajestka,Filozofia wychowania,wyk,Ped sp
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Monika Miczka-Pajestka,Filozofia wychowania,ćw,Ped sp
Wydział Humanistyczno-Społeczny,dr Justyna Modrzejewska,Metodyka edukacji zdrowotnej,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Justyna Modrzejewska,Metodyka edukacji zdrowotnej,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Justyna Modrzejewska,Seminarium dyplomowe,sem,PPiW
Wydział Humanistyczno-Społeczny,mgr Katarzyna Mrówka,Zajęcia integracyjne w przedszkolu i klasach I-III/Gry i zabawy integracyjne we wczesnej edukacji,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Katarzyna Mrówka,Metodyka zajęć dydaktyczno-wyrównawczych dla dzieci z trudnościami w nauce czytania i pisania/Praca dydaktyczno-wyrównawcza z dzieckiem z trudnościami w nauce czytania i pisania,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Katarzyna Mrówka,Metodyka pracy z uczniem zdolnym i uzdolnionym/ Praca z z uczniem zdolnym i uzdolnionym,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Katarzyna Mrówka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z zaburzeniami rozwoju ruchowego,ćw,Ped st
Wydział Humanistyczno-Społeczny,dr Zbigniew Nowak,Pedagogika ogólna,ćw,Zzl
Wydział Humanistyczno-Społeczny,dr Zbigniew Nowak,Pedagogika ogólna,wyk,Zzl
Wydział Humanistyczno-Społeczny,dr Zbigniew Nowak,Metodyka edukacji matematycznej,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Zbigniew Nowak,Metodyka edukacji matematycznej,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Justyna Pawlak,Podstawy edukacji społeczno-przyrodniczej,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Justyna Pawlak,Diagnoza pedagogiczna w edukacji elementarnej,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Justyna Pawlak,Podstawy edukacji społeczno-przyrodniczej,wyk,PPiW
Wydział Humanistyczno-Społeczny,mgr Justyna Pawlak,Metodyka pedagogiki wczesnoszkolnej,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Justyna Pawlak,Podstawy edukacji polonistycznej,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Justyna Pawlak,Podstawy psychopedagogiki twórczości i trening kreatywnego myślenia,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Justyna Pawlak,Teoretyczne podstawy wychowania,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Adrianna Piekiełko,Mppk,wyk,Ped st
Wydział Humanistyczno-Społeczny,dr Agnieszka Przybyła-Dumin,Socjologia wychowania,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Przybyła-Dumin,Socjologia wychowania,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Agnieszka Przybyła-Dumin,Socjologia kultury,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Agnieszka Przybyła-Dumin,Socjologia wychowania,wyk,Ped sp
Wydział Humanistyczno-Społeczny,dr Agnieszka Przybyła-Dumin,Kultura języka,ćw,Ped sp
Wydział Humanistyczno-Społeczny,dr Agnieszka Przybyła-Dumin,Socjologia wychowania,ćw,Ped sp
Wydział Humanistyczno-Społeczny,dr Agnieszka Przybyła-Dumin,Edukacja regionalna/Dziedzictwo kulturowe regionu,wyk,Ped st
Wydział Humanistyczno-Społeczny,dr Agnieszka Roszkowska,Podstawy psychologii,wyk,Zzl
Wydział Humanistyczno-Społeczny,dr Agnieszka Roszkowska,Psychopatologia/Psychologia zaburzeń,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Agnieszka Roszkowska,Psychopatologia wieku dziecięcego,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Agnieszka Roszkowska,Psychologia rozwojowa,wyk,Ped sp
Wydział Humanistyczno-Społeczny,dr Agnieszka Roszkowska,Psychopatologia,wyk,Ped st
Wydział Humanistyczno-Społeczny,dr Agnieszka Roszkowska,Psychologia kliniczna,wyk,Ped st
Wydział Humanistyczno-Społeczny,dr Agnieszka Roszkowska,Psychologia kliniczna,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Liliana Samulak,Arteterapia w pracy z małym dzieckiem/Sztuka w terapii,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Liliana Samulak,Metodyka edukacji plastycznej,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Liliana Samulak,Plastyka w pracy resocjalizacyjnej/Terapia przez sztukę w pracy resocjalizacyjnej,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Agnieszka Twaróg-Kanus,Tutoring we wczesnej edukacji,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Twaróg-Kanus,Wybrane modele i koncepcje pedagogiki przedszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice przedszkolnej,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Twaróg-Kanus,Wspieranie rozwoju dziecka z zaburzeniami percepcji słuchowej/Praca z dzieckiem z zaburzeniami percepcji słuchowej,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Twaróg-Kanus,Metodyka pedagogiki przedszkolnej,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Twaróg-Kanus,Wybrane modele i koncepcje pedagogiki przedszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice przedszkolnej,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Twaróg-Kanus,Seminarium dyplomowe,sem,PPiW
Wydział Humanistyczno-Społeczny,dr Agnieszka Twaróg-Kanus,Seminarium dyplomowe,sem,Ped
Wydział Humanistyczno-Społeczny,dr Roman Waluś,Prawne postępowanie w sprawach nieletnich,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Roman Waluś,Teoretyczne podstawy wychowania,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Roman Waluś,Prawne postępowanie w sprawach nieletnich,ćw,Ped
Wydział Humanistyczno-Społeczny,dr Roman Waluś,Kryminologia,wyk,Ped
Wydział Humanistyczno-Społeczny,dr Roman Waluś,Prawne podstawy funkcjonowania placówek oświatowych,wyk,Ped st
Wydział Humanistyczno-Społeczny,dr Justyna Wojciechowska,Drama we wczesnej edukacji/Gry i zabawy parateatralne we wczesnej edukacji,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Justyna Wojciechowska,Kultura języka,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Justyna Wojciechowska,Seminarium dyplomowe,sem,PPiW
Wydział Humanistyczno-Społeczny,dr Justyna Wojciechowska,Podstawy edukacji polonistycznej,wyk,PPiW
Wydział Humanistyczno-Społeczny,prof. dr hab. Ernest Zawada,Struktury wizualne / Podstawy rysunku,proj,Kom int
Wydział Humanistyczno-Społeczny,prof. dr hab. Ernest Zawada,Arteterapia w pracy z małym dzieckiem/Sztuka w terapii,ćw,PPiW
Wydział Humanistyczno-Społeczny,prof. dr hab. Ernest Zawada,Metodyka edukacji plastycznej,ćw,PPiW
Wydział Humanistyczno-Społeczny,prof. dr hab. Ernest Zawada,Plastyka w pracy terapeutyczne/Arteterapia,ćw,Ped
Wydział Humanistyczno-Społeczny,mgr Gabriela Zielonka,Diagnoza trudności w uczeniu się i zaburzeń zachowania u dzieci/Diagnoza niepowodzeń szkolnych,ćw,PPiW
Wydział Humanistyczno-Społeczny,dr Tomasz Brenet,Praktyczna nauka języka angielskiego - przekład ustny,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Tomasz Brenet,Przekład konferencyjny,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Tomasz Brenet,Tłumaczenie ustne,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Tomasz Brenet,Historia literatury hiszpańskiej,ćw,Fil hisz
Wydział Humanistyczno-Społeczny,dr Tomasz Brenet,Historia literatury hiszpańskiej,wyk,Fil hisz
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Dorota Chłopek,Gramatyka opisowa języka angielskiego,ćw,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Dorota Chłopek,Konwersatorium dyplomowe,konw,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Dorota Chłopek,Seminarium dyplomowe,sem,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Dorota Chłopek,Gramatyka opisowa języka angielskiego,wyk,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Dorota Chłopek,Współczesne teorie językoznawcze,wyk,Fil ang
Wydział Humanistyczno-Społeczny,mgr Ilona Cieślar-Śliż,Praktyczna znajomość języka hiszpańskiego- ekspresja ustna,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Ilona Cieślar-Śliż,Praktyczna znajomość języka hiszpańskiego - ćwiczenia gramatyczne,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Sebastian Dunat,Praktyczna znajomość języka angielskiego - ćwiczenia gramatyczne,pnj,Fil ang
Wydział Humanistyczno-Społeczny,mgr Sebastian Dunat,Praktyczna znajomość języka angielskiego - ekspresja pisemna,pnj,Fil ang
Wydział Humanistyczno-Społeczny,mgr Arkadiusz Gardaś,Praktyczna nauka języka angielskiego - komunikacja werbalna,pnj,Fil ang
Wydział Humanistyczno-Społeczny,mgr Arkadiusz Gardaś,Praktyczna znajomość języka angielskiego - przekład tekstów użytkowych,ćw,Fil ang
Wydział Humanistyczno-Społeczny,mgr Arkadiusz Gardaś,Praktyczna znajomość języka angielskiego - ekspresja pisemna,pnj,Fil ang
Wydział Humanistyczno-Społeczny,mgr Aleksandra Hasior,Praktyczna znajomość języka hiszpańskiego - tłumaczenie tekstów specjalistycznych,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Aleksandra Hasior,Praktyczna znajomość języka hiszpańskiego - język specjalistyczny,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,dr Anita Jarczok,Historia literatury amerykańskiej,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Anita Jarczok,Historia literatury amerykańskiej,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Anita Jarczok,Praktyczna nauka języka angielskiego - pisanie tekstów akademickich,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Anita Jarczok,Praktyczna nauka języka angielskiego,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Małgorzata Jopek-Bizoń,Metodyka pracy z uczniem ze specjalnymi potrzebami edukacyjnymi,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Małgorzata Jopek-Bizoń,Pedagogiczne podstawy nauczania języka obcego dzieci/Pedagogical basics of teaching a foreign language to children,wyk,PPiW
Wydział Humanistyczno-Społeczny,dr Małgorzata Jopek-Bizoń,Pedagogiczne podstawy nauczania języka obcego dzieci/Pedagogical basics of teaching a foreign language to children,ćw,PPiW
Wydział Humanistyczno-Społeczny,mgr Maria Kaliciak,Praktyczna znajomość języka angielskiego - zintegrowana sprawność rozumienia i konwersacji,pnj,Fil ang
Wydział Humanistyczno-Społeczny,mgr Dominika Kasperek,Komunikacja w biznesie w języku hiszpańskim,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Dominika Kasperek,Praktyczna znajomość języka hiszpańskiego- ćwiczenia gramatyczne,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Dominika Kasperek,Praktyczna znajomość języka hiszpańskiego- ekspresja ustna,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Agnieszka Kliś,Język medyczny,ćw,Fil ang
Wydział Humanistyczno-Społeczny,mgr Agnieszka Kliś,Praktyczna znajomość języka angielskiego - przekład tekstów użytkowych i literackich,pnj,Fil ang
Wydział Humanistyczno-Społeczny,mgr Agnieszka Kliś,Praktyczna znajomość języka angielskiego - ekspresja pisemna,ćw,Fil ang
Wydział Humanistyczno-Społeczny,mgr Agnieszka Kliś,Praktyczna znajomość języka angielskiego - ekspresja pisemna,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Agnieszka Kocel-Duraj,Praktyczna znajomość języka angielskiego - przekład tekstów użytkowych i literackich,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Agnieszka Kocel-Duraj,Przekład tekstów specjalistycznych na język angielski,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Agnieszka Kocel-Duraj,Seminarium dyplomowe,sem,Fil ang
Wydział Humanistyczno-Społeczny,dr Sławomir Konkol,Praktyczna znajomość języka angielskiego - przekład tekstów użytkowych i literackich,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Sławomir Konkol,Historia literatury angielskiej,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Sławomir Konkol,Historia literatury angielskiej,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Sławomir Konkol,Seminarium dyplomowe,sem,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Maria Korusiewicz,Wybrane zadagnienia z historii i kultury angielskiego obszaru językowego,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Elwira Lewandowska,Seminarium magisterskie,sem,Fil ang
Wydział Humanistyczno-Społeczny,dr Elwira Lewandowska,Metodologia badań glottodydaktycznych,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Elwira Lewandowska,Podstawy dydaktyki,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Elwira Lewandowska,Dydaktyka szczegółowa języka angielskiego,ćw,Fil ang
