Wydział,Katedra,Koordynator,Przedmiot,Typ
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Wróblewska-Jachna Joanna,App/Apm - Analiza polityk publicznych / Analiza polityk miejskich,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Wróblewska-Jachna Joanna,Mpd - Metody prezentacji danych,laboratorium
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Wróblewska-Jachna Joanna,Pe - Podstawy ewaluacji,projektowanie
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Zielińska Agnieszka,Ic(ja) - Interpersonal communication (w jęz. ang.),nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Zielińska Agnieszka,IwU - Instytucje w UE,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Zielińska Agnieszka,IwUE - Instytucje w UE,ćwiczenia
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Zielińska Agnieszka,Odrabianie zajęć /Pii za 7.III/ 26.02 - Odrabianie zajęć /Pii za 7.III/ 26.02,nieznany
Wydział Zarządzania i Transportu,K32 Nauk Ekonomicznych i Społecznych,Zielińska Agnieszka,Pii - Przedsiębiorczość i innowacje,projektowanie
Wydział Zarządzania i Transportu,K36 Transportu,Baran Dariusz,MwsI - Monitoring w systemach ITS,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Brzozowski Krzysztof,It - Infrastruktura transportu,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Honkisz Marcin,Bsp - Bezzałogowe statki powietrzne,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Honkisz Marcin,Dwt - Drony w turystyce,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Honkisz Marcin,Pap - Podstawy automatyzacji procesów,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Honkisz Marcin,Sim - Sterowanie i monitoring,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Honkisz Marcin,Sm - Systemy mikroprocesorowe,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Konior Tomasz,MwsI - Monitoring w systemach ITS,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Konior Tomasz,Ssrd - Systemy sterowania ruchem drogowym,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Konior Tomasz,ŚtII - Środki transportu II,projektowanie
Wydział Zarządzania i Transportu,K36 Transportu,Kubański Mariusz,L - Logistyka,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Kubański Mariusz,Lz - Logistyka zaopatrzenia,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Kubański Mariusz,Ps - Podstawy socjologii,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Kubański Mariusz,SdI - Seminarium dyplomowe I,nieznany
Wydział Zarządzania i Transportu,K36 Transportu,Kubański Mariusz,Sl - Systemy logistyczne,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Kubański Mariusz,Szjwt - Systemy zarządzania jakością w transporcie,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Kubański Mariusz,Zpl - Zarządzanie przedsiębiorstwem logistycznym,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Kubański Mariusz,Złd - Zarządzanie łańcuchem dostaw,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Lazar Anna,L - Logistyka,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Loga-Księska Wiktoria,Ir - Inżynieria ruchu,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Loga-Księska Wiktoria,Ou - Oprogramowanie użytkowe,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Loga-Księska Wiktoria,Sl - Systemy logistyczne,projektowanie
Wydział Zarządzania i Transportu,K36 Transportu,Loga-Księska Wiktoria,Uist - Usługi i systemy telematyczne,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Maczyński Andrzej,Bts - Bezpieczeństwo transportu samochodowego,nieznany
Wydział Zarządzania i Transportu,K36 Transportu,Maczyński Andrzej,Bśt - Budowa środków transportu,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Maczyński Andrzej,Pap - Podstawy automatyzacji procesów,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Maczyński Andrzej,Sim - Sterowanie i monitoring,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Maczyński Andrzej,Ssrd - Systemy sterowania ruchem drogowym,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Maczyński Andrzej,Zfp - Zarządzanie flotą pojazdów,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Maczyński Andrzej,ŚtI - Środki transportu I,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Maczyński Andrzej,ŚtII - Środki transportu II,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Płosa Jerzy,Dm - Drgania mechaniczne,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Płosa Jerzy,GiA - Grafika inżynierska A,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Płosa Jerzy,MtIII - Mechanika techniczna III,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Płosa Jerzy,SdI - Seminarium dyplomowe I,nieznany
Wydział Zarządzania i Transportu,K36 Transportu,Płosa Jerzy,Tnib - Teoria niezawodności i bezpieczeństwa,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Ryguła Artur,Ir - Inżynieria ruchu,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Ryguła Artur,Mppbr - Metodyka prowadzenia projektów badawczo-rozwojowych,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Ryguła Artur,Ou - Oprogramowanie użytkowe,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Ryguła Artur,Pi - Pomiary inżynierskie,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Ryguła Artur,Ppr - Pomiary potoków ruchu,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Ryguła Artur,Tprwt - Teoria potoków ruchu w transporcie,laboratorium
Wydział Zarządzania i Transportu,K36 Transportu,Ryguła Artur,Uist - Usługi i systemy telematyczne,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Ryguła Artur,Zfp - Zarządzanie flotą pojazdów,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,"Bsp (zj. 1-3) - Bezzałogowe statki powietrzne, 3 x 3 godz. (zj. 1-3)",wykład
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,Bsp - Bezzałogowe statki powietrzne,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,Cotcs(ja) - Challenges of transport - case study (w jęz. ang.),nieznany
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,Dwt - Drony w turystyce,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,It - Infrastruktura transportu,projektowanie
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,L - Logistyka,wykład
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,Lz - Logistyka zaopatrzenia,ćwiczenia
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,Rpwl - Rozwiązania proekologiczne w logistyce,ćwiczenia
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,Zpl - Zarządzanie przedsiębiorstwem logistycznym,projektowanie
Wydział Zarządzania i Transportu,K36 Transportu,Sordyl Justyna,Złd - Zarządzanie łańcuchem dostaw,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Dudzik-Lewicka Irena,Dt - Desing thinking,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Dudzik-Lewicka Irena,P - Przedsiębiorczość,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Dudzik-Lewicka Irena,Prz - Przedsiębiorczość,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Dudzik-Lewicka Irena,Zf - Zarządzanie firmą,nieznany
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Dudzik-Lewicka Irena,Zs - Zarządzanie strategiczne,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Howaniec Honorata,Bp - Biznes plan,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Howaniec Honorata,Pm - Podstawy marketingu,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Howaniec Honorata,Sob - Społeczna odpowiedzialność biznesu,nieznany
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Jędrzejczyk Irena,"Interdyscyplinarna Szkoła Doktorska 28.02, 14.03, 28.03; - Interdyscyplinarna Szkoła Doktorska 28.02, 14.03, 28.03;",nieznany
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Jędrzejczyk Irena,S - Seminarium,nieznany
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Lipianin-Zontek Ewa,Cm - Content marketing,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Lipianin-Zontek Ewa,Sm - Strategie marketingowe,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Lipianin-Zontek Ewa,Twsp/Irwt - Turystyka w sektorze publicznym / Instytucje rynkowe w turystyce,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Lipianin-Zontek Ewa,Zipm - Zarządzanie i planowanie marketingowe,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Lipianin-Zontek Ewa,Zp - Zarządzanie produktem,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Madyda Aneta,Aeo - Analiza ekonomiczna organizacji,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Madyda Aneta,Noo - Nauka o organizacji,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Madyda Aneta,Okwb - Otoczenie kulturowe w biznesie,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Madyda Aneta,Sesja egzaminacyjna 27.02 - Sesja egzaminacyjna 27.02,nieznany
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Madyda Aneta,Svwb - Savoir vivre w biznesie,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Madyda Aneta,Zpt - Zarządzanie przedsiębiorstwem turystycznym,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Szewczyk Irena,Ao - Architektura oganizacji,nieznany
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Szewczyk Irena,Noo - Nauka o organizacji,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Szewczyk Irena,Out - Ofertowanie usług turystycznych,projektowanie
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Szewczyk Irena,Pwo - Przywództwo w organizacji,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Szewczyk Irena,Pz - Podstawy zarządzania,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Szewczyk Irena,Tm - Techniki menedżerskie,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Szewczyk Irena,Zkz - Zarządzanie karierą zawodową,ćwiczenia
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Zontek Zbigniew,Aeo - Analiza ekonomiczna organizacji,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Zontek Zbigniew,Bm - Badania marketingowe,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Zontek Zbigniew,Cm - Content marketing,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Zontek Zbigniew,Mbj - Metody badań jakościowych,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Zontek Zbigniew,"Mwhiu</strong> (Czwartek 10:45-12:15) - Marketing w handlu i usługach, występowanie: (L) Stacjonarne<br><strong>Mwhiu</strong> (Sobota 10:45-12:15) - Marketing w handlu i usługch, występowanie: (L) NZ WZiT_9zj<br><strong>Pm/Em - Podstawy marketingu / E-marketing",nieznany
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Zontek Zbigniew,Zkut/Pwut - Zachowania konsumentów usług turystycznych / Prosument w usługach turystycznych,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Żyminkowska Katarzyna,M - Marketing,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Żyminkowska Katarzyna,Mi - Marketing internetowy,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Żyminkowska Katarzyna,Pm - Podstawy marketingu,wykład
Wydział Zarządzania i Transportu,K37 Marketingu i Przedsiębiorczości,Żyminkowska Katarzyna,Rk - Reklama kontekstowa,ćwiczenia
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Adamiec-Wójcik Iwona,Cts(ja) - Contemporary transport systems (w jęz. ang.),wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Adamiec-Wójcik Iwona,Mmwt - Metody matematyczne w transporcie,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Brzozowska Lucyna,Ibwt - Inżynieria bezpieczeństwa w transporcie,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Brzozowska Lucyna,Ośwt - Ochrona środowiska w transporcie,ćwiczenia
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Brzozowska Lucyna,Pgk - Podstawy grafiki komputerowej,laboratorium
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Brzozowska Lucyna,Pp - Podstawy programowania,laboratorium
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Brzozowska Lucyna,SdII - Seminarium dyplomowe II,nieznany
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Brzozowska Lucyna,St - Systemy transportowe,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Brzozowska Lucyna,Zb - Zarządzanie bezpieczeństwem,laboratorium
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Drąg Łukasz,Ett - Elementy telematyki transportu,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Drąg Łukasz,Pp - Podstawy programowania,laboratorium
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Drąg Łukasz,Pwb - Prezentacja wyników badań,nieznany
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Drąg Łukasz,Swt - SIP w transporcie,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Drąg Łukasz,ZGwl - Zastosowanie GIS w logistyce,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Grinke Leonard,BdII - Bazy danych II,laboratorium
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Grinke Leonard,Bdwl - Bazy danych w logistyce,laboratorium
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Jabłonka Jarosław,F - Filozofia,ćwiczenia
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Jabłonka Jarosław,I.IIIA - Informatyka III A,laboratorium
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Jabłonka Jarosław,Konsultacje 27.02 - Konsultacje 27.02,nieznany
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Jabłonka Jarosław,Mst - Modelowanie systemów transportowych,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Jabłonka Jarosław,St - Systemy transportowe,ćwiczenia
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Nowak Andrzej,Bd - Bazy danych,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Nowak Andrzej,BdII - Bazy danych II,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Nowak Andrzej,Gi - Grafika inżynierska,laboratorium
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Nowak Andrzej,I.III - Informatyka III,wykład
Wydział Zarządzania i Transportu,K38 Modelowania Komputerowego,Nowak Andrzej,Put - Projektowanie urządzeń transporowych,laboratorium
